,ECO_Code,Opening,Moves
1612,B01,"Marshall Gambit, Scandanavian G; Modern Variation, CC",1. e4 d5 2. exd5 Nf6
1613,B01,"Panov Transfer, Center Counter",1. e4 d5 2. exd5 Nf6 3. c4 c6
1614,B01,"Icelandic-Palme Gambit, CC",1. e4 d5 2. exd5 Nf6 3. c4 e6
1615,B01,"Portuguese Variation, Center Counter",1. e4 d5 2. exd5 Nf6 3. d4 Bg4
1616,B01,"Portuguese Gambit, Center Counter",1. e4 d5 2. exd5 Nf6 3. d4 Bg4 4. f3 Bf5 5. Bb5+ Nbd7
1617,B01,"Kadas Gambit, Center Counter",1. e4 d5 2. exd5 Nf6 3. d4 c6 4. dxc6 e5
1618,B01,"Wing Gambit, Center Counter",1. e4 d5 2. exd5 Nf6 3. d4 g6 4. c4 b5
1619,B01,"Marshall Variation, Center Counter",1. e4 d5 2. exd5 Nf6 3. d4 Nxd5
1620,B01,"Kiel Variation, Center Counter",1. e4 d5 2. exd5 Nf6 3. d4 Nxd5 4. c4 Nb4
1621,B01,"Tomalty Gambit, Center Counter",1. e4 d5 2. exd5 Nf6 3. d4 Nxd5 4. c4 Nf6 5. Nc3 c5
1622,B01,"Gipslis Variation, Center Counter",1. e4 d5 2. exd5 Nf6 3. d4 Nxd5 4. Nf3 Bg4
1623,B01,"Richter Variation, Center Counter",1. e4 d5 2. exd5 Nf6 3. d4 Nxd5 4. Nf3 g6
1624,B01,"Mieses-Kotroc Variation, Center Counter",1. e4 d5 2. exd5 Qxd5
1625,B01,"Leonhardt (Rosen) Gambit, Center Counter",1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. b4
1626,B01,"Anderssen Variation, Center Counter",1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. d4 e5
1627,B01,"Collijn Variation, Center Counter",1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. d4 e5 5. Nf3 Bg4
1628,B01,"Mieses Variation, Center Counter",1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. d4 Nf6
1629,B01,"Gruenfeld Variation, Center Counter",1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. d4 Nf6 5. Nf3 Bf5 6. Ne5 c6 7. g4
1630,B01,"Lasker Variation, Center Counter",1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. d4 Nf6 5. Nf3 Bg4 6. h3
1631,B01,"Gubinsky-Melts Defense, Center Counter",1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd6
1632,B01,"Schiller-Pytel Variation, Center Counter",1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd6 4. d4 c6
1633,B01,"Bronstein Variation, Center Counter",1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd6 4. d4 Nf6 5. Nf3 a6
1634,B01,Closed Scandavian,1. e4 d5 2. Nc3
1635,B07,B07,1. e4 d6
1636,B07,"Maroczy Defense, Pirc",1. e4 d6 2. d4 e5
1637,B07,"Philidor Gambit, Pirc",1. e4 d6 2. d4 e5 3. dxe5 Bd7
1638,B07,Small Center Defense,1. e4 d6 2. d4 e6
1639,B07,"Balogh Defense, Pirc",1. e4 d6 2. d4 f5
1640,B07,Pirc Defense,1. e4 d6 2. d4 Nf6
1641,B07,"Lion’s Jaw, Pirc",1. e4 d6 2. d4 Nf6 3. f3
1642,B07,Czech Defense,1. e4 d6 2. d4 Nf6 3. Nc3 c6
1643,B07,Pirc; Ufimtsev; Antal Defense,1. e4 d6 2. d4 Nf6 3. Nc3 g6
1644,B07,"Kholmov System, Pirc",1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. Bc4
1645,B07,"Classical System, Pirc",1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. Be2
1646,B07,"Chinese Variation, Pirc",1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. Be2 Bg7 5. g4
1647,B07,"Bayonet Attack, Pirc",1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. Be2 Bg7 5. h4
1648,B07,"Sveshnikov-Jansa Attack, Pirc",1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. Be3 c6 5. h3
1649,B07,150 Attack,1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. Be3 c6 5. Qd2
1650,B07,"Panov; Opatijav; Byrne Variation, Pirc",1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. Bg5
1651,B09,"Austrian Attack, Pirc; B09",1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. f4
1652,B09,"Ljubojevic Variation, Pirc",1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. f4 Bg7 5. Bc4
1653,B09,"Austrian; Yugoslav Defense, Pirc",1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. f4 Bg7 5. Nf3
1654,B09,"Dragon Formation, Pirc",1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. f4 Bg7 5. Nf3 c5
1655,B09,"Weiss Variation, Pirc",1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. f4 Bg7 5. Nf3 O-O 6. Bd3
1656,B09,"Kurajica Variation, Pirc",1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. f4 Bg7 5. Nf3 O-O 6. Be3
1657,B09,"Unzicker Attack, Pirc",1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. f4 Bg7 5. Nf3 O-O 6. e5
1658,B08,B08,1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. Nf3
1659,B08,"Two Knights System, Pirc",1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. Nf3 Bg7
1660,B08,"Quiet System, Pirc",1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. Nf3 Bg7 5. Be2
1661,B08,"Parma Defense, Pirc",1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. Nf3 Bg7 5. Be2 O-O 6. O-O Bg4
1662,B08,"Czech Defense, Pirc",1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. Nf3 Bg7 5. Be2 O-O 6. O-O c6
1663,B08,"Chigorin Line, Pirc",1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. Nf3 Bg7 5. Be2 O-O 6. O-O Nc6
1664,B08,"Schlechter Variation, Pirc",1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. Nf3 Bg7 5. h3
1665,B07,Anti-Philidor,1. e4 d6 2. d4 Nf6 3. Nc3 Nbd7 4. f4
1666,B07,"Roscher Gambit, Pirc",1. e4 d6 2. d4 Nf6 3. Nf3
1667,C20,King Pawn Game; C20,1. e4 e5
1668,C20,Mengarini Opening,1. e4 e5 2. a3
1669,C20,Portuguese Opening,1. e4 e5 2. Bb5
1670,C20,Miguel Gambit,1. e4 e5 2. Bb5 Bc5 3. b4
1671,C23,Bishop’s Opening; C23,1. e4 e5 2. Bc4
1672,C23,Anderssen Gambit,1. e4 e5 2. Bc4 b5 3. Bxb5 c6
1673,C23,Thorold Gambit,1. e4 e5 2. Bc4 b5 3. Bxb5 f5
1674,C23,"Classical Variation, Bishop; Boi Variation",1. e4 e5 2. Bc4 Bc5
1675,C23,"MacDonnell Gambit, Bishop",1. e4 e5 2. Bc4 Bc5 3. b4
1676,C23,"Labourdonnais-Denker Gambit, Bishop",1. e4 e5 2. Bc4 Bc5 3. b4 Bxb4 4. c3
1677,C23,"McDonnell Double Gambit, Bishop",1. e4 e5 2. Bc4 Bc5 3. b4 Bxb4 4. f4
1678,C23,"Philidor Variation, Bishop",1. e4 e5 2. Bc4 Bc5 3. c3
1679,C23,"Lewis Counter-Gambit, Bishop",1. e4 e5 2. Bc4 Bc5 3. c3 d5
1680,C23,"Lewis Countergambit, Bishop",1. e4 e5 2. Bc4 Bc5 3. c3 d5 4. Bxd5 Nf6
1681,C23,"Walker Variation, Bishop",1. e4 e5 2. Bc4 Bc5 3. c3 d5 4. Bxd5 Nf6 5. d4
1682,C23,"Lewis Gambit, Bishop",1. e4 e5 2. Bc4 Bc5 3. d4
1683,C23,"Stein Gambit, Bishop",1. e4 e5 2. Bc4 Bc5 3. f4
1684,C23,"Lopez Variation, Bishop",1. e4 e5 2. Bc4 Bc5 3. Qe2
1685,C23,"Lopez Gambit, Bishop",1. e4 e5 2. Bc4 Bc5 3. Qe2 Nf6 4. f4
1686,C23,"Khan Gambit, Bishop",1. e4 e5 2. Bc4 d5
1687,C23,"King’s Gambit Reversed, Bishop",1. e4 e5 2. Bc4 f5
1688,C23,Calabrese Counter-Gambit,1. e4 e5 2. Bc4 f5
1689,C24,"Berlin Defense, Bishop; C24",1. e4 e5 2. Bc4 Nf6
1690,C24,"Spielmann Attack, Bishop",1. e4 e5 2. Bc4 Nf6 3. d3 Bc5 4. Nc3
1691,C24,"Kitchner Folly, Bishop",1. e4 e5 2. Bc4 Nf6 3. d3 Be7 4. Nf3 O-O
1692,C24,"Vienna Hybrid, Bishop",1. e4 e5 2. Bc4 Nf6 3. d3 Nc6 4. Nc3
1693,C24,"Hromadka Variation, Bishop",1. e4 e5 2. Bc4 Nf6 3. d3 Nc6 4. Nc3 Bb4 5. Ne2
1694,C24,"Ponziani Center Gambit, Bishop",1. e4 e5 2. Bc4 Nf6 3. d4
1695,C24,"Warsaw Gambit, Bishop",1. e4 e5 2. Bc4 Nf6 3. d4 exd4 4. c3
1696,C24,Urusov; Ouroussoff; Keidansky G,1. e4 e5 2. Bc4 Nf6 3. d4 exd4 4. Nf3
1697,C24,"Keidansky Gambit, Bishop",1. e4 e5 2. Bc4 Nf6 3. d4 exd4 4. Nf3 Nxe4 5. Qxd4
1698,C23,"Kreijcik Gambit, Bishop",1. e4 e5 2. Bc4 Nf6 3. f3 Bc5 4. Ne2 Nc6 5. b4
1699,C23,"Greco Gambit, Bishop",1. e4 e5 2. Bc4 Nf6 3. f4
1700,C23,"Horwitz Gambit, Bishop",1. e4 e5 2. Bc4 Nf6 3. Nc3 b5
1701,C23,"Blanel Gambit, Bishop",1. e4 e5 2. Bc4 Nf6 3. Nc3 Nxe4
1702,C23,"Paschmann Gambit, Bishop",1. e4 e5 2. Bc4 Nf6 3. Ne2 Nxe4 4. Nec3
1703,C20,Tortoise Opening,1. e4 e5 2. Bd3
1704,C20,Macleod Attack,1. e4 e5 2. c3
1705,C20,Norwalder Gambit,1. e4 e5 2. c3 d5 3. Qh5 Bd6
1706,C20,Lasa Gambit,1. e4 e5 2. c3 f5
1707,C20,Whale Opening,1. e4 e5 2. c4
1708,C20,Bavarian Gambit,1. e4 e5 2. c4 d5
1709,C20,Clam Variation; Leonardis Variation,1. e4 e5 2. d3
1710,C20,Indian Opening,1. e4 e5 2. d3
1711,C20,Weber Gambit,1. e4 e5 2. d3 d5 3. exd5 c6 4. dxc6 Nxc6
1712,C20,King’s Gambit Reversed,1. e4 e5 2. d3 f5
1713,C20,Radisch Gambit,1. e4 e5 2. d3 Nf6 3. f4 Bc5
1714,C21,Center Game; C21,1. e4 e5 2. d4
1715,C21,Beyer Gambit,1. e4 e5 2. d4 d5
1716,C21,Philidor Gambit,1. e4 e5 2. d4 d6 3. dxe5 Bd7
1717,C21,Center Game Accepted,1. e4 e5 2. d4 exd4
1718,C21,Von der Lasa Gambit,1. e4 e5 2. d4 exd4 3. Bc4
1719,C21,"Ross Gambit, Center",1. e4 e5 2. d4 exd4 3. Bd3
1720,C21,Danish Gambit,1. e4 e5 2. d4 exd4 3. c3
1721,C21,"Sorensen Defense, Center",1. e4 e5 2. d4 exd4 3. c3 d5
1722,C21,Danish Gambit Accepted,1. e4 e5 2. d4 exd4 3. c3 dxc3 4. Bc4 cxb2 5. Bxb2
1723,C21,"Copenhagen Defense, Danish Gambit",1. e4 e5 2. d4 exd4 3. c3 dxc3 4. Bc4 cxb2 5. Bxb2 Bb4+
1724,C21,"Schlechter Defense, Center",1. e4 e5 2. d4 exd4 3. c3 dxc3 4. Bc4 cxb2 5. Bxb2 d5
1725,C21,"Classical Defense, Danish Gambit",1. e4 e5 2. d4 exd4 3. c3 dxc3 4. Bc4 cxb2 5. Bxb2 Nf6
1726,C21,"Chigorin Defense, Danish Gambit",1. e4 e5 2. d4 exd4 3. c3 dxc3 4. Bc4 cxb2 5. Bxb2 Qe7
1727,C21,"Svenonius Defense, Center",1. e4 e5 2. d4 exd4 3. c3 Ne7
1728,C21,Halasz-McDonnell Gambit,1. e4 e5 2. d4 exd4 3. f4
1729,C21,"Crocodile Variation, Center Game",1. e4 e5 2. d4 exd4 3. f4 Bc5 4. Nf3 Nc6 5. c3
1730,C21,"Lanc-Arnold Gambit, Center",1. e4 e5 2. d4 exd4 3. Nf3 Bc5 4. c3
1731,C21,"Scippler Gambit, Center",1. e4 e5 2. d4 exd4 3. Nf3 Bc5 4. c3 dxc3 5. Bc4
1732,C22,C22,1. e4 e5 2. d4 exd4 3. Qxd4
1733,C22,"Hall Variation, Center",1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qc4
1734,C22,"Paulsen Attack Variation, Center",1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qe3
1735,C22,"Berger Variation, Center",1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qe3 Nf6
1736,C22,"Kupreichik Variation, Center",1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qe3 Nf6 5. Nc3 Bb4 6. Bd2 O-O 7. O-O-O Re8 8. Bc4
1737,C20,King’s Head,1. e4 e5 2. f3
1738,C20,Walkerling,1. e4 e5 2. f3 Nf6
1739,C20,Krejcik Gambit,1. e4 e5 2. f3 Nf6 3. Bc4 Bc5 4. Ne2 Nc6 5. b4
1740,C20,King’s Head Opening,1. e4 e5 2. f3 Nf6 3. Nc3
1741,C30,King’s Gambit; C30,1. e4 e5 2. f4
1742,C30,"Classical Defense, KGD",1. e4 e5 2. f4 Bc5
1743,C30,"Heath Variation, KGD; Rotlewi Countergambit",1. e4 e5 2. f4 Bc5 3. Nf3 d6 4. b4
1744,C30,"Marshall (Euwe) Attack, KGD",1. e4 e5 2. f4 Bc5 3. Nf3 d6 4. c3 Bg4 5. fxe5 dxe5 6. Qa4+
1745,C30,"Rubinstein Countergambit, KGD",1. e4 e5 2. f4 Bc5 3. Nf3 d6 4. c3 f5
1746,C30,"Svenonius Variation, KGD",1. e4 e5 2. f4 Bc5 3. Nf3 d6 4. Nc3 Nf6 5. Bc4 Nc6 6. d3 Bg4
1747,C30,"Senechaud Counter-Gambit, KGD",1. e4 e5 2. f4 Bc5 3. Nf3 g5
1748,C30,"Mafia Defense, KGD",1. e4 e5 2. f4 c5
1749,C31,"Falkbeer Counter-Gambit, KGD; C31",1. e4 e5 2. f4 d5
1750,C31,"Hinrichsen Gambit, KGD",1. e4 e5 2. f4 d5 3. d4
1751,C31,"Falkbeer Countergambit Accepted, KGD",1. e4 e5 2. f4 d5 3. exd5
1752,C31,"Miles Gambit, KGD",1. e4 e5 2. f4 d5 3. exd5 Bc5
1753,C31,"Nimzovich-Marshall Variation, KGD",1. e4 e5 2. f4 d5 3. exd5 c6
1754,C31,"Marshall C-G, KGD",1. e4 e5 2. f4 d5 3. exd5 c6
1755,C31,"Pickler Gambit, KGD",1. e4 e5 2. f4 d5 3. exd5 c6 4. dxc6 Bc5
1756,C32,"Staunton Line, KGD; C32",1. e4 e5 2. f4 d5 3. exd5 e4
1757,C31,"Nimzovich Variation, KGD; Anderssen Attack",1. e4 e5 2. f4 d5 3. exd5 e4 4. Bb5+
1758,C32,"Reti (Charousek) Variation, KGD",1. e4 e5 2. f4 d5 3. exd5 e4 4. d3
1759,C32,"Morphy Defense, KGD",1. e4 e5 2. f4 d5 3. exd5 e4 4. d3 Nf6 5. Nc3 Bb4 6. Bd2 e3
1760,C32,"Keres Variation, KGD",1. e4 e5 2. f4 d5 3. exd5 e4 4. d3 Nf6 5. Nd2
1761,C32,"Old Line, Falkbeer Countergambit, KGD",1. e4 e5 2. f4 d5 3. exd5 e4 4. d3 Nf6 5. Qe2
1762,C32,"Modern Transfer, Falkbeer Countergambit, KGD",1. e4 e5 2. f4 d5 3. exd5 exf4
1763,C31,"Blackbunre Attack, KGD",1. e4 e5 2. f4 d5 3. Nf3
1764,C33,King’s Gambit Accepted; C33,1. e4 e5 2. f4 exf4
1765,C33,"Orsini Gambit, KGA",1. e4 e5 2. f4 exf4 3. b3
1766,C33,"Schurig Gambit, KGA",1. e4 e5 2. f4 exf4 3. Bb5
1767,C33,"Bishop’s Gambit, KGA",1. e4 e5 2. f4 exf4 3. Bc4
1768,C33,"Kieseritzky Gambit, Bishop’s Gambit, KGA",1. e4 e5 2. f4 exf4 3. Bc4 b5
1769,C33,"Lopez Defense, KGA",1. e4 e5 2. f4 exf4 3. Bc4 c6
1770,C33,"Bledow; Morphy Defense, KGA",1. e4 e5 2. f4 exf4 3. Bc4 d5
1771,C33,"Bledow Countergambit, KGA",1. e4 e5 2. f4 exf4 3. Bc4 d5 4. Bxd5 Nf6
1772,C33,"Gianutio Counter-Gambit, KGA",1. e4 e5 2. f4 exf4 3. Bc4 f5
1773,C33,"Anderssen Defense, KGA",1. e4 e5 2. f4 exf4 3. Bc4 g5
1774,C33,"Maurian Defense, KGA",1. e4 e5 2. f4 exf4 3. Bc4 Nc6
1775,C33,Cozio; Hanneken; Prussian; Lichtenhein,1. e4 e5 2. f4 exf4 3. Bc4 Nf6
1776,C33,"Bogoljubow Variation, KGA",1. e4 e5 2. f4 exf4 3. Bc4 Nf6 4. Nc3
1777,C33,"Bogoljubov; Jaenisch Variation, KGA",1. e4 e5 2. f4 exf4 3. Bc4 Nf6 4. Nc3 c6
1778,C33,"Bryan; Kieseritzky Gambit, KGA",1. e4 e5 2. f4 exf4 3. Bc4 Qh4+ 4. Kf1 b5
1779,C33,"Greco Variation, KGA",1. e4 e5 2. f4 exf4 3. Bc4 Qh4+ 4. Kf1 Bc5
1780,C33,"Cozio Variation, KGA",1. e4 e5 2. f4 exf4 3. Bc4 Qh4+ 4. Kf1 d6
1781,C33,"Classical Defense, KGA; Lopez Variation",1. e4 e5 2. f4 exf4 3. Bc4 Qh4+ 4. Kf1 g5
1782,C33,"Grimm Attack, KGA",1. e4 e5 2. f4 exf4 3. Bc4 Qh4+ 4. Kf1 g5 5. Nc3 Bg7 6. d4 d6 7. e5
1783,C33,"MacDonnell Attack, KGA",1. e4 e5 2. f4 exf4 3. Bc4 Qh4+ 4. Kf1 g5 5. Nc3 Bg7 6. d4 Ne7 7. g3
1784,C33,"McDonnell Attack, KGA",1. e4 e5 2. f4 exf4 3. Bc4 Qh4+ 4. Kf1 g5 5. Nc3 Bg7 6. g3
1785,C33,"Fraser Variation, KGA",1. e4 e5 2. f4 exf4 3. Bc4 Qh4+ 4. Kf1 g5 5. Nc3 Bg7 6. g3 fxg3 7. Qf3
1786,C33,"Cozio Attack, KGA",1. e4 e5 2. f4 exf4 3. Bc4 Qh4+ 4. Kf1 g5 5. Qf3
1787,C33,"Boden Variation, KGA",1. e4 e5 2. f4 exf4 3. Bc4 Qh4+ 4. Kf1 Nc6
1788,C33,"Jaenisch Variation, KGA",1. e4 e5 2. f4 exf4 3. Bc4 Qh4+ 4. Kf1 Nf6
1789,C33,"Jaenisch Variation, KGA",1. e4 e5 2. f4 exf4 3. Bc4 Qh4+ 4. Kf1 Qf6
1790,C33,Lesser Bishop; Tartakower,1. e4 e5 2. f4 exf4 3. Be2
1791,C33,"Weiss Defense, KGA",1. e4 e5 2. f4 exf4 3. Be2 f5 4. exf5 d6
1792,C33,"Central; Polerio; Willemson, Steinitz",1. e4 e5 2. f4 exf4 3. d4
1793,C33,"Gaga Gambit, KGA",1. e4 e5 2. f4 exf4 3. g3
1794,C33,"Gama Gambit, KGA",1. e4 e5 2. f4 exf4 3. g3 fxg3 4. Nf3
1795,C33,"Leonardo (Stamma) Gambit, KGA",1. e4 e5 2. f4 exf4 3. h4
1796,C33,"Drunken King, KGA",1. e4 e5 2. f4 exf4 3. Kf2
1797,C33,"Tumbleweed; King’s Own, KGA",1. e4 e5 2. f4 exf4 3. Kf2
1798,C33,"Keres, Mason, Parnu, Requena",1. e4 e5 2. f4 exf4 3. Nc3
1799,C33,"Requena Gambit, KGA",1. e4 e5 2. f4 exf4 3. Nc3 Qh4+
1800,C33,"Paris Gambit, KGA",1. e4 e5 2. f4 exf4 3. Ne2
1801,C34,"King’s Knight Gambit, KGA; C34",1. e4 e5 2. f4 exf4 3. Nf3
1802,C35,"Cunningham Gambit, KGA; C35",1. e4 e5 2. f4 exf4 3. Nf3 Be7
1803,C35,"Wild Cunningham Gambit, KGA",1. e4 e5 2. f4 exf4 3. Nf3 Be7 4. Bc4 Bh4+
1804,C35,"Bertin; Three Pawns Gambit, KGA",1. e4 e5 2. f4 exf4 3. Nf3 Be7 4. Bc4 Bh4+ 5. g3
1805,C35,"Neo-Cunningham Gambit, KGA; McCormick Defense",1. e4 e5 2. f4 exf4 3. Nf3 Be7 4. Bc4 Nf6
1806,C36,"Scandinavian Variation, KGA; Modern Defense, KGA; C36",1. e4 e5 2. f4 exf4 3. Nf3 d5
1807,C36,"Abbazia Defense, KGA",1. e4 e5 2. f4 exf4 3. Nf3 d5 4. exd5 Nf6
1808,C34,"Fischer Defense, KGA",1. e4 e5 2. f4 exf4 3. Nf3 d6
1809,C34,"Schulder Gambit, KGA",1. e4 e5 2. f4 exf4 3. Nf3 d6 4. b4
1810,C34,"Gianutio Countergambit, KGA",1. e4 e5 2. f4 exf4 3. Nf3 f5
1811,C37,C37,1. e4 e5 2. f4 exf4 3. Nf3 g5
1812,C37,"Ghulam Kassim; Koch Gambit, KGA",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4
1813,C38,"Traditional Variation, KGA; C38",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 Bg7
1814,C38,"Mayet Gambit, KGA",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 Bg7 5. d4 d6 6. c3
1815,C38,"Philidor Gambit, KGA",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 Bg7 5. h4
1816,C38,"Greco Gambit, KGA",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 Bg7 5. h4 h6 6. d4 d6
1817,C38,"Greco; Calabrian Gambit, KGA",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 Bg7 5. h4 h6 6. d4 d6 7. hxg5 hxg5 8. Rxh8 Rxh8 9. Nc3
1818,C38,"Schultz Variation, KGA",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 Bg7 5. h4 h6 6. d4 d6 7. Qd3
1819,C38,"Hanstein Gambit, KGA",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 Bg7 5. O-O
1820,C37,"Middleton Counter-Gambit, KGA",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 d6 5. O-O Bg4 6. h3 h5 7. hxg4
1821,C37,"Greco-Lolli; Wild Muzio Gambit, KGA",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. Bxf7+
1822,C37,"Young Variation, KGA",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. Bxf7+ Kxf7 6. O-O gxf3 7. Qxf3 Qf6 8. d4 Qxd4+ 9. Be3
1823,C37,"Koch; Ghulam Kassim Gambit, KGA",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. d4
1824,C37,Kotov Gambit,1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. d4 gxf3 6. Bxf4
1825,C37,"Ghulam-Kassim Gambit, KGA",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. d4 gxf3 6. Qxf3
1826,C37,"Australian Gambit, KGA",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. h4
1827,C37,"MacDonnell Gambit, KGA",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. Nc3
1828,C37,"Salvio Gambit, KGA",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. Ne5
1829,C37,"Cochrane Variation, KGA",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. Ne5 Qh4+ 6. Kf1 f3
1830,C37,"Herzfeld; Portuguese; Vienna, KGA",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. Ne5 Qh4+ 6. Kf1 Nc6
1831,C37,"Santa Maria Defense, KGA",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. Ne5 Qh4+ 6. Kf1 Nf6
1832,C37,"Silberschmidt Variation, KGA",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. Ne5 Qh4+ 6. Kf1 Nh6
1833,C37,"Anderssen Counter-Attack, KGA",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. Ne5 Qh4+ 6. Kf1 Nh6 7. d4 d6
1834,C37,"Muzio-Polerio Gambit, KGA; Wild Muzio",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O
1835,C37,"Brentano Defense, KGA",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O d5
1836,C37,"Holloway Defense, KGA",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O gxf3 6. Qxf3 Nc6
1837,C37,"From Defense, KGA",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O gxf3 6. Qxf3 Qe7
1838,C37,"Sarratt Defense, KGA",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O gxf3 6. Qxf3 Qf6
1839,C37,"Young Gambit, KGA",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O gxf3 6. Qxf3 Qf6 7. Bxf7+ Kxf7 8. d4 Qxd4+ 9. Be3 Qf6
1840,C37,"Double Muzio Gambit, KGA",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O gxf3 6. Qxf3 Qf6 7. e5 Qxe5 8. Bxf7+
1841,C37,"Paulsen Defense, KGA",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O gxf3 6. Qxf3 Qf6 7. e5 Qxe5 8. d3 Bh6 9. Nc3 Ne7 10. Bd2
1842,C37,"Bello Gambit, KGA",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O gxf3 6. Qxf3 Qf6 7. Nc3
1843,C37,"Baldwin Gambit, KGA",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O gxf3 6. Qxf3 Qf6 7. Nc3 Qd4+ 8. Kh1 Qxc4 9. Nd5
1844,C37,"Kling & Horwitz Counter-Attack, KGA",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O Qe7
1845,C37,"Blachy Gambit, KGA",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 Nc6
1846,C37,"Rosentreter Gambit, KGA",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. d4
1847,C37,"Soerensen Gambit, KGA",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. d4 Bg4 5. Nc3
1848,C37,"Sorensen Gambit, KGA",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. d4 Bg4 5. Ne5
1849,C37,"Bird Gambit, KGA",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. d4 Bg4 5. Ne5 Qh4+ 6. g3
1850,C37,"Rosentreter-Testa Gambit, KGA",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. d4 g4 5. Bxf4
1851,C39,C39,1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4
